Accuracy Score,Precision Score,Recall Score,F1-Score,Matthews (phi) Score
0.72784,0.7124738883915249,0.764,0.7373378628783199,0.45687633961453217
0.77644,0.7327719770966655,0.87024,0.7956116291826659,0.5628735330627666
